episode,agent0_type,agent1_type,winner,agent0_score,agent1_score,total_moves,game_length,agent0_captures,agent1_captures,final_board_seeds,score_difference,winner_margin,agent0_epsilon,agent1_epsilon
1236,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
1237,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1238,RandomAgent,MinimaxAgent,RandomAgent,29,19,253,253,29,19,9,10,10,N/A,N/A
1239,QLearningAgent,MinimaxAgent,QLearningAgent,26,10,119,119,26,10,12,16,16,0.999,N/A
1240,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1241,RandomAgent,DQNLarge,RandomAgent,26,17,109,109,26,17,5,9,9,N/A,0.995
1242,GreedyAgent,DQNLarge,GreedyAgent,26,11,47,47,26,11,11,15,15,N/A,0.995
1243,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
1244,HeuristicAgent,RandomAgent,RandomAgent,5,26,110,110,5,26,17,21,21,N/A,N/A
1245,DQNLarge,RandomAgent,DQNLarge,33,15,53,53,33,15,14,18,18,0.995,N/A
1246,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1247,GreedyAgent,RandomAgent,RandomAgent,22,26,44,44,22,26,17,4,4,N/A,N/A
1248,DQNSmall,HeuristicAgent,HeuristicAgent,11,37,58,58,11,37,30,26,26,0.995,N/A
1249,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1250,DQNMedium,DQNMedium,DQNMedium,17,25,88,88,17,25,6,8,8,0.995,0.995
1251,HeuristicAgent,QLearningAgent,QLearningAgent,13,26,142,142,13,26,9,13,13,N/A,0.999
1252,DQNLarge,DQNMedium,DQNLarge,25,12,83,83,25,12,11,13,13,0.995,0.995
1253,GreedyAgent,QLearningAgent,QLearningAgent,22,26,74,74,22,26,9,4,4,N/A,0.999
1254,DQNSmall,MinimaxAgent,DQNSmall,26,0,105,105,26,0,22,26,26,0.995,N/A
1255,MinimaxAgent,DQNLarge,MinimaxAgent,25,0,31,31,25,0,23,25,25,N/A,0.995
1256,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1257,MinimaxAgent,RandomAgent,MinimaxAgent,27,7,55,55,27,7,14,20,20,N/A,N/A
1258,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1259,DQNLarge,DQNSmall,DQNSmall,22,26,102,102,22,26,5,4,4,0.995,0.995
1260,DQNMedium,DQNMedium,DQNMedium,26,6,35,35,26,6,16,20,20,0.995,0.995
1261,RandomAgent,QLearningAgent,RandomAgent,28,20,69,69,28,20,7,8,8,N/A,0.999
1262,QLearningAgent,DQNLarge,QLearningAgent,28,20,77,77,28,20,10,8,8,0.999,0.995
1263,QLearningAgent,DQNLarge,DQNLarge,18,28,122,122,18,28,2,10,10,0.999,0.995
1264,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1265,DQNSmall,GreedyAgent,GreedyAgent,10,25,62,62,10,25,13,15,15,0.995,N/A
1266,MinimaxAgent,RandomAgent,MinimaxAgent,29,0,73,73,29,0,19,29,29,N/A,N/A
1267,DQNMedium,RandomAgent,DQNMedium,26,4,59,59,26,4,18,22,22,0.995,N/A
1268,DQNSmall,HeuristicAgent,HeuristicAgent,9,39,76,76,9,39,34,30,30,0.995,N/A
1269,DQNLarge,HeuristicAgent,HeuristicAgent,0,48,46,46,0,48,43,48,48,0.995,N/A
1270,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
1271,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1272,MinimaxAgent,DQNLarge,MinimaxAgent,25,2,33,33,25,2,21,23,23,N/A,0.995
1273,DQNSmall,DQNLarge,DQNSmall,25,13,59,59,25,13,10,12,12,0.995,0.995
1274,DQNSmall,HeuristicAgent,HeuristicAgent,18,30,70,70,18,30,24,12,12,0.995,N/A
1275,RandomAgent,DQNSmall,DQNSmall,7,25,56,56,7,25,16,18,18,N/A,0.995
1276,HeuristicAgent,DQNLarge,HeuristicAgent,36,12,67,67,36,12,34,24,24,N/A,0.995
1277,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1278,RandomAgent,DQNSmall,DQNSmall,15,33,126,126,15,33,12,18,18,N/A,0.995
1279,MinimaxAgent,DQNLarge,MinimaxAgent,26,7,35,35,26,7,15,19,19,N/A,0.995
1280,DQNLarge,DQNLarge,DQNLarge,27,5,55,55,27,5,16,22,22,0.995,0.995
1281,DQNLarge,DQNSmall,DQNSmall,13,30,110,110,13,30,5,17,17,0.995,0.995
1282,DQNSmall,DQNLarge,DQNSmall,26,17,105,105,26,17,5,9,9,0.995,0.995
1283,QLearningAgent,DQNSmall,DQNSmall,11,28,66,66,11,28,9,17,17,0.999,0.995
1284,MinimaxAgent,DQNMedium,MinimaxAgent,25,0,67,67,25,0,23,25,25,N/A,0.995
1285,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1286,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1287,RandomAgent,RandomAgent,RandomAgent,25,14,97,97,25,14,9,11,11,N/A,N/A
1288,HeuristicAgent,DQNMedium,HeuristicAgent,40,8,61,61,40,8,30,32,32,N/A,0.995
1289,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1290,HeuristicAgent,DQNMedium,HeuristicAgent,42,6,37,37,42,6,42,36,36,N/A,0.995
1291,DQNMedium,QLearningAgent,QLearningAgent,19,27,92,92,19,27,2,8,8,0.995,0.999
1292,MinimaxAgent,DQNMedium,MinimaxAgent,26,0,39,39,26,0,22,26,26,N/A,0.995
1293,HeuristicAgent,DQNMedium,HeuristicAgent,38,10,67,67,38,10,38,28,28,N/A,0.995
1294,DQNSmall,GreedyAgent,GreedyAgent,5,43,32,32,5,43,27,38,38,0.995,N/A
1295,GreedyAgent,DQNMedium,GreedyAgent,28,10,55,55,28,10,10,18,18,N/A,0.995
1296,RandomAgent,HeuristicAgent,HeuristicAgent,9,39,42,42,9,39,36,30,30,N/A,N/A
1297,HeuristicAgent,DQNMedium,HeuristicAgent,38,10,37,37,38,10,38,28,28,N/A,0.995
1298,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1299,HeuristicAgent,DQNSmall,DQNSmall,19,29,74,74,19,29,11,10,10,N/A,0.995
1300,QLearningAgent,DQNLarge,DQNLarge,21,27,130,130,21,27,5,6,6,0.999,0.995
1301,MinimaxAgent,DQNMedium,MinimaxAgent,32,0,39,39,32,0,16,32,32,N/A,0.995
1302,MinimaxAgent,QLearningAgent,MinimaxAgent,26,3,39,39,26,3,19,23,23,N/A,0.999
1303,QLearningAgent,QLearningAgent,QLearningAgent,17,26,74,74,17,26,5,9,9,0.999,0.999
1304,QLearningAgent,DQNMedium,DQNMedium,15,25,48,48,15,25,8,10,10,0.999,0.995
1305,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1306,DQNMedium,GreedyAgent,DQNMedium,27,15,39,39,27,15,6,12,12,0.995,N/A
1307,DQNSmall,DQNLarge,DQNSmall,25,20,107,107,25,20,3,5,5,0.995,0.995
1308,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1309,QLearningAgent,HeuristicAgent,QLearningAgent,26,9,203,203,26,9,13,17,17,0.999,N/A
1310,DQNSmall,DQNSmall,DQNSmall,25,6,41,41,25,6,17,19,19,0.995,0.995
1311,DQNLarge,QLearningAgent,DQNLarge,26,12,67,67,26,12,10,14,14,0.995,0.999
1312,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1313,DQNSmall,MinimaxAgent,MinimaxAgent,19,29,58,58,19,29,19,10,10,0.995,N/A
1314,GreedyAgent,DQNLarge,GreedyAgent,27,12,47,47,27,12,9,15,15,N/A,0.995
1315,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1316,RandomAgent,HeuristicAgent,HeuristicAgent,2,46,44,44,2,46,46,44,44,N/A,N/A
1317,DQNMedium,DQNLarge,DQNLarge,9,27,86,86,9,27,12,18,18,0.995,0.995
1318,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1319,HeuristicAgent,DQNMedium,HeuristicAgent,34,14,119,119,34,14,34,20,20,N/A,0.995
1320,HeuristicAgent,RandomAgent,HeuristicAgent,42,6,51,51,42,6,42,36,36,N/A,N/A
1321,MinimaxAgent,DQNLarge,MinimaxAgent,29,2,49,49,29,2,17,27,27,N/A,0.995
1322,MinimaxAgent,QLearningAgent,MinimaxAgent,26,0,37,37,26,0,22,26,26,N/A,0.999
1323,DQNSmall,DQNMedium,DQNMedium,16,26,94,94,16,26,6,10,10,0.995,0.995
1324,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1325,HeuristicAgent,DQNSmall,HeuristicAgent,42,6,67,67,42,6,38,36,36,N/A,0.995
1326,MinimaxAgent,DQNMedium,MinimaxAgent,25,3,31,31,25,3,20,22,22,N/A,0.995
1327,HeuristicAgent,DQNMedium,HeuristicAgent,37,11,53,53,37,11,35,26,26,N/A,0.995
1328,RandomAgent,QLearningAgent,QLearningAgent,11,25,90,90,11,25,12,14,14,N/A,0.999
1329,RandomAgent,GreedyAgent,GreedyAgent,0,30,36,36,0,30,18,30,30,N/A,N/A
1330,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1331,GreedyAgent,DQNLarge,DQNLarge,22,26,66,66,22,26,15,4,4,N/A,0.995
1332,MinimaxAgent,DQNMedium,MinimaxAgent,26,12,83,83,26,12,10,14,14,N/A,0.995
1333,DQNMedium,RandomAgent,RandomAgent,11,25,46,46,11,25,12,14,14,0.995,N/A
1334,HeuristicAgent,DQNMedium,HeuristicAgent,31,17,83,83,31,17,28,14,14,N/A,0.995
1335,DQNMedium,DQNMedium,DQNMedium,20,25,78,78,20,25,3,5,5,0.995,0.995
1336,RandomAgent,MinimaxAgent,RandomAgent,27,0,81,81,27,0,21,27,27,N/A,N/A
1337,DQNSmall,DQNMedium,DQNMedium,7,31,68,68,7,31,10,24,24,0.995,0.995
1338,GreedyAgent,DQNLarge,GreedyAgent,25,12,59,59,25,12,11,13,13,N/A,0.995
1339,HeuristicAgent,QLearningAgent,HeuristicAgent,30,18,93,93,30,18,28,12,12,N/A,0.999
1340,RandomAgent,HeuristicAgent,HeuristicAgent,2,46,44,44,2,46,33,44,44,N/A,N/A
1341,MinimaxAgent,QLearningAgent,MinimaxAgent,25,2,31,31,25,2,21,23,23,N/A,0.999
1342,QLearningAgent,DQNLarge,DQNLarge,13,25,78,78,13,25,10,12,12,0.999,0.995
1343,HeuristicAgent,DQNLarge,HeuristicAgent,45,3,39,39,45,3,45,42,42,N/A,0.995
1344,HeuristicAgent,RandomAgent,HeuristicAgent,40,8,165,165,40,8,34,32,32,N/A,N/A
1345,DQNLarge,RandomAgent,Draw,24,24,105,105,24,24,6,0,0,0.995,N/A
1346,HeuristicAgent,DQNMedium,HeuristicAgent,26,17,103,103,26,17,5,9,9,N/A,0.995
1347,DQNLarge,DQNLarge,DQNLarge,15,25,76,76,15,25,8,10,10,0.995,0.995
1348,HeuristicAgent,DQNLarge,HeuristicAgent,33,15,99,99,33,15,29,18,18,N/A,0.995
1349,DQNMedium,DQNLarge,DQNLarge,13,28,94,94,13,28,7,15,15,0.995,0.995
1350,QLearningAgent,RandomAgent,RandomAgent,22,26,182,182,22,26,4,4,4,0.999,N/A
1351,MinimaxAgent,RandomAgent,MinimaxAgent,48,0,13,13,48,0,33,48,48,N/A,N/A
1352,RandomAgent,QLearningAgent,QLearningAgent,17,27,80,80,17,27,4,10,10,N/A,0.999
1353,HeuristicAgent,QLearningAgent,QLearningAgent,6,42,70,70,6,42,30,36,36,N/A,0.999
1354,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1355,HeuristicAgent,DQNLarge,DQNLarge,12,28,132,132,12,28,8,16,16,N/A,0.995
1356,DQNLarge,RandomAgent,Draw,24,24,164,164,24,24,6,0,0,0.995,N/A
1357,DQNLarge,DQNLarge,DQNLarge,7,27,86,86,7,27,14,20,20,0.995,0.995
1358,HeuristicAgent,DQNLarge,HeuristicAgent,36,12,85,85,36,12,34,24,24,N/A,0.995
1359,GreedyAgent,RandomAgent,GreedyAgent,26,17,61,61,26,17,5,9,9,N/A,N/A
1360,QLearningAgent,QLearningAgent,QLearningAgent,48,0,43,43,48,0,40,48,48,0.999,0.999
1361,RandomAgent,QLearningAgent,RandomAgent,26,8,89,89,26,8,14,18,18,N/A,0.999
1362,RandomAgent,MinimaxAgent,RandomAgent,25,0,233,233,25,0,23,25,25,N/A,N/A
1363,MinimaxAgent,DQNSmall,MinimaxAgent,27,3,47,47,27,3,18,24,24,N/A,0.995
1364,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
1365,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1366,DQNSmall,DQNSmall,DQNSmall,16,26,156,156,16,26,6,10,10,0.995,0.995
1367,QLearningAgent,MinimaxAgent,QLearningAgent,25,0,203,203,25,0,23,25,25,0.999,N/A
1368,QLearningAgent,DQNSmall,DQNSmall,9,25,54,54,9,25,14,16,16,0.999,0.995
1369,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1370,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1371,DQNLarge,HeuristicAgent,HeuristicAgent,4,44,52,52,4,44,32,40,40,0.995,N/A
1372,RandomAgent,DQNMedium,DQNMedium,19,29,60,60,19,29,9,10,10,N/A,0.995
1373,DQNLarge,DQNMedium,DQNMedium,18,25,138,138,18,25,5,7,7,0.995,0.995
1374,MinimaxAgent,DQNSmall,MinimaxAgent,28,2,43,43,28,2,18,26,26,N/A,0.995
1375,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
1376,RandomAgent,DQNSmall,RandomAgent,26,18,123,123,26,18,4,8,8,N/A,0.995
1377,GreedyAgent,RandomAgent,GreedyAgent,31,17,55,55,31,17,7,14,14,N/A,N/A
1378,DQNLarge,DQNSmall,Draw,24,24,72,72,24,24,4,0,0,0.995,0.995
1379,HeuristicAgent,RandomAgent,RandomAgent,8,27,96,96,8,27,13,19,19,N/A,N/A
1380,DQNLarge,GreedyAgent,GreedyAgent,3,25,54,54,3,25,20,22,22,0.995,N/A
1381,DQNMedium,RandomAgent,DQNMedium,27,17,65,65,27,17,4,10,10,0.995,N/A
1382,RandomAgent,DQNMedium,DQNMedium,23,25,108,108,23,25,6,2,2,N/A,0.995
1383,HeuristicAgent,RandomAgent,HeuristicAgent,40,8,75,75,40,8,29,32,32,N/A,N/A
1384,GreedyAgent,RandomAgent,GreedyAgent,25,2,53,53,25,2,21,23,23,N/A,N/A
1385,QLearningAgent,DQNLarge,QLearningAgent,30,18,97,97,30,18,10,12,12,0.999,0.995
1386,DQNSmall,GreedyAgent,GreedyAgent,3,25,30,30,3,25,20,22,22,0.995,N/A
1387,RandomAgent,HeuristicAgent,HeuristicAgent,2,46,30,30,2,46,46,44,44,N/A,N/A
1388,GreedyAgent,RandomAgent,GreedyAgent,25,5,17,17,25,5,18,20,20,N/A,N/A
1389,DQNMedium,DQNMedium,Draw,24,24,143,143,24,24,2,0,0,0.995,0.995
1390,RandomAgent,GreedyAgent,GreedyAgent,7,41,48,48,7,41,23,34,34,N/A,N/A
1391,DQNLarge,DQNMedium,DQNMedium,10,26,96,96,10,26,12,16,16,0.995,0.995
1392,QLearningAgent,DQNMedium,QLearningAgent,28,20,99,99,28,20,8,8,8,0.999,0.995
1393,DQNLarge,DQNLarge,DQNLarge,6,28,42,42,6,28,14,22,22,0.995,0.995
1394,QLearningAgent,MinimaxAgent,QLearningAgent,27,2,113,113,27,2,19,25,25,0.999,N/A
1395,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
1396,GreedyAgent,DQNMedium,GreedyAgent,26,0,33,33,26,0,22,26,26,N/A,0.995
1397,DQNSmall,GreedyAgent,GreedyAgent,7,25,58,58,7,25,16,18,18,0.995,N/A
1398,DQNLarge,DQNLarge,DQNLarge,25,4,59,59,25,4,19,21,21,0.995,0.995
1399,HeuristicAgent,RandomAgent,HeuristicAgent,42,6,27,27,42,6,42,36,36,N/A,N/A
1400,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1401,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1402,HeuristicAgent,DQNSmall,HeuristicAgent,44,4,75,75,44,4,44,40,40,N/A,0.995
1403,DQNSmall,QLearningAgent,QLearningAgent,13,27,82,82,13,27,8,14,14,0.995,0.999
1404,HeuristicAgent,DQNLarge,HeuristicAgent,42,6,47,47,42,6,31,36,36,N/A,0.995
1405,DQNLarge,RandomAgent,RandomAgent,14,25,116,116,14,25,9,11,11,0.995,N/A
1406,DQNMedium,QLearningAgent,DQNMedium,25,23,119,119,25,23,2,2,2,0.995,0.999
1407,DQNLarge,MinimaxAgent,DQNLarge,25,0,245,245,25,0,23,25,25,0.995,N/A
1408,DQNMedium,MinimaxAgent,DQNMedium,26,2,255,255,26,2,20,24,24,0.995,N/A
1409,MinimaxAgent,RandomAgent,MinimaxAgent,28,0,59,59,28,0,20,28,28,N/A,N/A
1410,DQNSmall,MinimaxAgent,DQNSmall,26,0,309,309,26,0,22,26,26,0.995,N/A
1411,QLearningAgent,DQNMedium,DQNMedium,17,26,146,146,17,26,5,9,9,0.999,0.995
1412,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
1413,RandomAgent,MinimaxAgent,RandomAgent,33,15,263,263,33,15,9,18,18,N/A,N/A
1414,RandomAgent,DQNMedium,RandomAgent,27,7,107,107,27,7,14,20,20,N/A,0.995
1415,GreedyAgent,DQNLarge,Draw,24,24,46,46,24,24,1,0,0,N/A,0.995
1416,RandomAgent,MinimaxAgent,RandomAgent,39,9,243,243,39,9,15,30,30,N/A,N/A
1417,DQNSmall,DQNMedium,DQNMedium,6,26,28,28,6,26,16,20,20,0.995,0.995
1418,QLearningAgent,QLearningAgent,QLearningAgent,28,12,69,69,28,12,8,16,16,0.999,0.999
1419,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1420,GreedyAgent,DQNSmall,GreedyAgent,26,11,53,53,26,11,11,15,15,N/A,0.995
1421,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1422,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1423,DQNSmall,GreedyAgent,GreedyAgent,9,26,52,52,9,26,13,17,17,0.995,N/A
1424,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1425,RandomAgent,DQNMedium,DQNMedium,13,25,74,74,13,25,10,12,12,N/A,0.995
1426,QLearningAgent,DQNSmall,DQNSmall,17,26,112,112,17,26,5,9,9,0.999,0.995
1427,QLearningAgent,DQNMedium,QLearningAgent,28,14,141,141,28,14,6,14,14,0.999,0.995
1428,DQNSmall,MinimaxAgent,DQNSmall,28,9,231,231,28,9,11,19,19,0.995,N/A
1429,QLearningAgent,DQNSmall,DQNSmall,12,27,94,94,12,27,9,15,15,0.999,0.995
1430,HeuristicAgent,DQNSmall,HeuristicAgent,40,8,67,67,40,8,40,32,32,N/A,0.995
1431,QLearningAgent,DQNLarge,DQNLarge,7,25,64,64,7,25,16,18,18,0.999,0.995
1432,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
1433,DQNMedium,GreedyAgent,GreedyAgent,11,30,64,64,11,30,7,19,19,0.995,N/A
1434,DQNLarge,DQNSmall,DQNLarge,26,11,57,57,26,11,11,15,15,0.995,0.995
1435,GreedyAgent,DQNLarge,GreedyAgent,36,12,55,55,36,12,14,24,24,N/A,0.995
1436,QLearningAgent,RandomAgent,RandomAgent,20,28,82,82,20,28,6,8,8,0.999,N/A
1437,DQNLarge,DQNSmall,DQNLarge,29,19,113,113,29,19,5,10,10,0.995,0.995
1438,QLearningAgent,DQNLarge,QLearningAgent,29,13,55,55,29,13,6,16,16,0.999,0.995
1439,DQNLarge,QLearningAgent,QLearningAgent,18,30,94,94,18,30,6,12,12,0.995,0.999
1440,GreedyAgent,DQNMedium,GreedyAgent,27,2,21,21,27,2,19,25,25,N/A,0.995
1441,HeuristicAgent,QLearningAgent,HeuristicAgent,48,0,49,49,48,0,33,48,48,N/A,0.999
1442,RandomAgent,DQNLarge,DQNLarge,17,31,108,108,17,31,7,14,14,N/A,0.995
1443,RandomAgent,HeuristicAgent,HeuristicAgent,21,27,124,124,21,27,14,6,6,N/A,N/A
1444,RandomAgent,DQNMedium,RandomAgent,25,11,49,49,25,11,12,14,14,N/A,0.995
1445,DQNLarge,DQNSmall,DQNSmall,16,29,148,148,16,29,3,13,13,0.995,0.995
1446,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
1447,DQNMedium,DQNSmall,DQNMedium,25,23,87,87,25,23,4,2,2,0.995,0.995
1448,DQNLarge,HeuristicAgent,HeuristicAgent,9,39,72,72,9,39,31,30,30,0.995,N/A
1449,DQNMedium,QLearningAgent,QLearningAgent,20,26,114,114,20,26,2,6,6,0.995,0.999
1450,DQNSmall,GreedyAgent,GreedyAgent,5,30,32,32,5,30,13,25,25,0.995,N/A
1451,DQNMedium,GreedyAgent,GreedyAgent,3,25,30,30,3,25,20,22,22,0.995,N/A
1452,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
1453,DQNMedium,DQNMedium,DQNMedium,27,9,91,91,27,9,12,18,18,0.995,0.995
1454,DQNMedium,MinimaxAgent,DQNMedium,26,0,213,213,26,0,22,26,26,0.995,N/A
1455,MinimaxAgent,RandomAgent,MinimaxAgent,28,2,29,29,28,2,18,26,26,N/A,N/A
1456,RandomAgent,DQNMedium,RandomAgent,25,7,93,93,25,7,16,18,18,N/A,0.995
1457,DQNMedium,DQNMedium,DQNMedium,22,26,122,122,22,26,4,4,4,0.995,0.995
1458,DQNMedium,QLearningAgent,QLearningAgent,23,25,92,92,23,25,6,2,2,0.995,0.999
1459,DQNMedium,HeuristicAgent,HeuristicAgent,2,46,42,42,2,46,46,44,44,0.995,N/A
1460,DQNLarge,HeuristicAgent,HeuristicAgent,8,40,108,108,8,40,36,32,32,0.995,N/A
1461,GreedyAgent,DQNSmall,GreedyAgent,32,16,41,41,32,16,25,16,16,N/A,0.995
1462,MinimaxAgent,QLearningAgent,MinimaxAgent,25,5,39,39,25,5,18,20,20,N/A,0.999
1463,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1464,QLearningAgent,MinimaxAgent,QLearningAgent,25,6,139,139,25,6,17,19,19,0.999,N/A
1465,GreedyAgent,DQNLarge,GreedyAgent,34,14,109,109,34,14,12,20,20,N/A,0.995
1466,DQNSmall,RandomAgent,RandomAgent,20,26,186,186,20,26,2,6,6,0.995,N/A
1467,DQNSmall,RandomAgent,DQNSmall,25,11,137,137,25,11,12,14,14,0.995,N/A
1468,DQNMedium,DQNLarge,DQNMedium,26,10,97,97,26,10,12,16,16,0.995,0.995
1469,DQNMedium,DQNSmall,DQNSmall,13,25,62,62,13,25,10,12,12,0.995,0.995
1470,DQNLarge,MinimaxAgent,DQNLarge,25,2,181,181,25,2,21,23,23,0.995,N/A
1471,MinimaxAgent,DQNLarge,MinimaxAgent,25,0,53,53,25,0,23,25,25,N/A,0.995
1472,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1473,MinimaxAgent,QLearningAgent,MinimaxAgent,25,0,39,39,25,0,23,25,25,N/A,0.999
1474,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1475,GreedyAgent,DQNSmall,GreedyAgent,28,13,45,45,28,13,7,15,15,N/A,0.995
1476,DQNMedium,GreedyAgent,GreedyAgent,2,46,20,20,2,46,34,44,44,0.995,N/A
1477,HeuristicAgent,DQNLarge,HeuristicAgent,27,21,167,167,27,21,15,6,6,N/A,0.995
1478,GreedyAgent,RandomAgent,GreedyAgent,28,3,33,33,28,3,17,25,25,N/A,N/A
1479,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1480,HeuristicAgent,DQNMedium,HeuristicAgent,46,2,69,69,46,2,46,44,44,N/A,0.995
1481,RandomAgent,DQNMedium,RandomAgent,25,23,139,139,25,23,4,2,2,N/A,0.995
1482,MinimaxAgent,QLearningAgent,MinimaxAgent,28,2,17,17,28,2,18,26,26,N/A,0.999
1483,DQNLarge,RandomAgent,Draw,24,24,97,97,24,24,5,0,0,0.995,N/A
1484,RandomAgent,DQNSmall,DQNSmall,17,25,72,72,17,25,6,8,8,N/A,0.995
1485,RandomAgent,DQNMedium,DQNMedium,21,25,162,162,21,25,2,4,4,N/A,0.995
1486,HeuristicAgent,RandomAgent,HeuristicAgent,37,11,81,81,37,11,28,26,26,N/A,N/A
1487,DQNSmall,QLearningAgent,DQNSmall,25,9,91,91,25,9,14,16,16,0.995,0.999
1488,RandomAgent,GreedyAgent,GreedyAgent,4,44,42,42,4,44,20,40,40,N/A,N/A
1489,RandomAgent,GreedyAgent,GreedyAgent,2,25,46,46,2,25,21,23,23,N/A,N/A
1490,HeuristicAgent,RandomAgent,HeuristicAgent,31,17,79,79,31,17,29,14,14,N/A,N/A
1491,HeuristicAgent,DQNSmall,HeuristicAgent,46,2,35,35,46,2,40,44,44,N/A,0.995
1492,DQNLarge,DQNLarge,DQNLarge,25,18,71,71,25,18,5,7,7,0.995,0.995
1493,HeuristicAgent,DQNSmall,HeuristicAgent,38,10,53,53,38,10,38,28,28,N/A,0.995
1494,GreedyAgent,QLearningAgent,GreedyAgent,26,9,47,47,26,9,13,17,17,N/A,0.999
1495,QLearningAgent,GreedyAgent,GreedyAgent,7,25,48,48,7,25,16,18,18,0.999,N/A
1496,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1497,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1498,MinimaxAgent,DQNMedium,MinimaxAgent,25,0,37,37,25,0,23,25,25,N/A,0.995
1499,QLearningAgent,GreedyAgent,GreedyAgent,3,25,46,46,3,25,20,22,22,0.999,N/A
