episode,agent0_type,agent1_type,winner,agent0_score,agent1_score,total_moves,game_length,agent0_captures,agent1_captures,final_board_seeds,score_difference,winner_margin,agent0_epsilon,agent1_epsilon
1500,QLearningAgent,GreedyAgent,GreedyAgent,7,26,48,48,7,26,15,19,19,0.999,N/A
1501,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1502,QLearningAgent,GreedyAgent,GreedyAgent,20,28,60,60,20,28,7,8,8,0.999,N/A
1503,MinimaxAgent,DQNLarge,MinimaxAgent,30,0,53,53,30,0,18,30,30,N/A,0.995
1504,DQNMedium,GreedyAgent,GreedyAgent,6,42,34,34,6,42,27,36,36,0.995,N/A
1505,GreedyAgent,DQNMedium,GreedyAgent,27,13,69,69,27,13,8,14,14,N/A,0.995
1506,MinimaxAgent,DQNLarge,MinimaxAgent,29,2,43,43,29,2,17,27,27,N/A,0.995
1507,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1508,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
1509,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1510,DQNSmall,MinimaxAgent,DQNSmall,26,0,125,125,26,0,22,26,26,0.995,N/A
1511,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1512,RandomAgent,DQNMedium,RandomAgent,28,20,93,93,28,20,10,8,8,N/A,0.995
1513,MinimaxAgent,DQNSmall,MinimaxAgent,25,0,45,45,25,0,23,25,25,N/A,0.995
1514,QLearningAgent,QLearningAgent,QLearningAgent,15,33,120,120,15,33,9,18,18,0.999,0.999
1515,HeuristicAgent,RandomAgent,HeuristicAgent,45,3,45,45,45,3,45,42,42,N/A,N/A
1516,DQNLarge,DQNSmall,DQNSmall,12,36,54,54,12,36,20,24,24,0.995,0.995
1517,RandomAgent,DQNSmall,RandomAgent,25,14,101,101,25,14,9,11,11,N/A,0.995
1518,DQNMedium,DQNSmall,DQNSmall,7,26,34,34,7,26,15,19,19,0.995,0.995
1519,RandomAgent,GreedyAgent,GreedyAgent,6,25,32,32,6,25,17,19,19,N/A,N/A
1520,GreedyAgent,DQNMedium,GreedyAgent,48,0,21,21,48,0,41,48,48,N/A,0.995
1521,QLearningAgent,GreedyAgent,GreedyAgent,10,38,32,32,10,38,14,28,28,0.999,N/A
1522,DQNSmall,QLearningAgent,QLearningAgent,15,26,74,74,15,26,7,11,11,0.995,0.999
1523,QLearningAgent,QLearningAgent,QLearningAgent,15,26,66,66,15,26,7,11,11,0.999,0.999
1524,DQNSmall,MinimaxAgent,DQNSmall,27,0,125,125,27,0,21,27,27,0.995,N/A
1525,GreedyAgent,DQNLarge,GreedyAgent,45,3,39,39,45,3,24,42,42,N/A,0.995
1526,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1527,MinimaxAgent,RandomAgent,MinimaxAgent,25,2,49,49,25,2,21,23,23,N/A,N/A
1528,RandomAgent,MinimaxAgent,MinimaxAgent,23,25,206,206,23,25,19,2,2,N/A,N/A
1529,DQNSmall,RandomAgent,RandomAgent,13,25,96,96,13,25,10,12,12,0.995,N/A
1530,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1531,QLearningAgent,GreedyAgent,GreedyAgent,2,27,60,60,2,27,19,25,25,0.999,N/A
1532,QLearningAgent,HeuristicAgent,HeuristicAgent,8,40,58,58,8,40,36,32,32,0.999,N/A
1533,DQNLarge,GreedyAgent,GreedyAgent,15,26,80,80,15,26,7,11,11,0.995,N/A
1534,QLearningAgent,DQNLarge,QLearningAgent,26,13,47,47,26,13,9,13,13,0.999,0.995
1535,RandomAgent,DQNSmall,DQNSmall,19,29,82,82,19,29,6,10,10,N/A,0.995
1536,QLearningAgent,DQNLarge,Draw,24,24,109,109,24,24,1,0,0,0.999,0.995
1537,RandomAgent,RandomAgent,RandomAgent,23,25,60,60,23,25,4,2,2,N/A,N/A
1538,QLearningAgent,DQNSmall,QLearningAgent,28,14,75,75,28,14,6,14,14,0.999,0.995
1539,DQNLarge,DQNMedium,DQNMedium,10,27,84,84,10,27,11,17,17,0.995,0.995
1540,RandomAgent,DQNMedium,RandomAgent,25,23,143,143,25,23,5,2,2,N/A,0.995
1541,QLearningAgent,MinimaxAgent,QLearningAgent,26,2,313,313,26,2,20,24,24,0.999,N/A
1542,DQNLarge,DQNSmall,DQNSmall,21,27,96,96,21,27,5,6,6,0.995,0.995
1543,RandomAgent,DQNSmall,DQNSmall,7,26,146,146,7,26,15,19,19,N/A,0.995
1544,GreedyAgent,RandomAgent,GreedyAgent,26,22,55,55,26,22,18,4,4,N/A,N/A
1545,QLearningAgent,QLearningAgent,QLearningAgent,25,15,61,61,25,15,8,10,10,0.999,0.999
1546,QLearningAgent,DQNSmall,DQNSmall,8,25,82,82,8,25,15,17,17,0.999,0.995
1547,HeuristicAgent,DQNMedium,HeuristicAgent,45,3,39,39,45,3,45,42,42,N/A,0.995
1548,GreedyAgent,DQNMedium,GreedyAgent,26,10,31,31,26,10,12,16,16,N/A,0.995
1549,DQNMedium,GreedyAgent,GreedyAgent,3,45,28,28,3,45,22,42,42,0.995,N/A
1550,DQNLarge,GreedyAgent,GreedyAgent,13,26,58,58,13,26,9,13,13,0.995,N/A
1551,DQNLarge,RandomAgent,Draw,24,24,108,108,24,24,3,0,0,0.995,N/A
1552,DQNMedium,RandomAgent,DQNMedium,27,21,65,65,27,21,5,6,6,0.995,N/A
1553,DQNMedium,DQNMedium,DQNMedium,23,25,146,146,23,25,10,2,2,0.995,0.995
1554,DQNMedium,GreedyAgent,GreedyAgent,13,35,54,54,13,35,12,22,22,0.995,N/A
1555,DQNLarge,RandomAgent,DQNLarge,27,9,37,37,27,9,12,18,18,0.995,N/A
1556,QLearningAgent,HeuristicAgent,HeuristicAgent,14,34,126,126,14,34,28,20,20,0.999,N/A
1557,GreedyAgent,QLearningAgent,GreedyAgent,25,2,39,39,25,2,21,23,23,N/A,0.999
1558,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1559,GreedyAgent,DQNLarge,GreedyAgent,26,17,67,67,26,17,5,9,9,N/A,0.995
1560,RandomAgent,GreedyAgent,GreedyAgent,11,27,56,56,11,27,10,16,16,N/A,N/A
1561,GreedyAgent,DQNMedium,GreedyAgent,26,7,37,37,26,7,15,19,19,N/A,0.995
1562,RandomAgent,DQNMedium,RandomAgent,27,21,89,89,27,21,9,6,6,N/A,0.995
1563,HeuristicAgent,RandomAgent,HeuristicAgent,43,5,113,113,43,5,39,38,38,N/A,N/A
1564,QLearningAgent,DQNSmall,QLearningAgent,25,5,55,55,25,5,18,20,20,0.999,0.995
1565,DQNLarge,GreedyAgent,GreedyAgent,16,25,48,48,16,25,7,9,9,0.995,N/A
1566,QLearningAgent,QLearningAgent,QLearningAgent,25,16,75,75,25,16,7,9,9,0.999,0.999
1567,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1568,DQNMedium,RandomAgent,DQNMedium,26,9,119,119,26,9,13,17,17,0.995,N/A
1569,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1570,GreedyAgent,QLearningAgent,GreedyAgent,44,4,39,39,44,4,29,40,40,N/A,0.999
1571,DQNSmall,DQNLarge,DQNSmall,26,15,147,147,26,15,7,11,11,0.995,0.995
1572,DQNMedium,GreedyAgent,GreedyAgent,5,26,38,38,5,26,17,21,21,0.995,N/A
1573,DQNMedium,RandomAgent,DQNMedium,26,17,81,81,26,17,5,9,9,0.995,N/A
1574,RandomAgent,MinimaxAgent,RandomAgent,27,5,171,171,27,5,16,22,22,N/A,N/A
1575,HeuristicAgent,RandomAgent,HeuristicAgent,42,6,113,113,42,6,32,36,36,N/A,N/A
1576,DQNMedium,DQNLarge,DQNLarge,9,39,44,44,9,39,24,30,30,0.995,0.995
1577,RandomAgent,DQNSmall,RandomAgent,26,17,127,127,26,17,5,9,9,N/A,0.995
1578,GreedyAgent,DQNMedium,GreedyAgent,28,4,41,41,28,4,16,24,24,N/A,0.995
1579,DQNSmall,HeuristicAgent,HeuristicAgent,4,44,44,44,4,44,34,40,40,0.995,N/A
1580,DQNSmall,MinimaxAgent,DQNSmall,26,0,77,77,26,0,22,26,26,0.995,N/A
1581,MinimaxAgent,DQNMedium,MinimaxAgent,29,0,47,47,29,0,19,29,29,N/A,0.995
1582,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1583,QLearningAgent,DQNMedium,DQNMedium,17,26,76,76,17,26,5,9,9,0.999,0.995
1584,QLearningAgent,DQNSmall,DQNSmall,19,25,100,100,19,25,4,6,6,0.999,0.995
1585,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1586,DQNMedium,DQNMedium,DQNMedium,0,25,38,38,0,25,23,25,25,0.995,0.995
1587,MinimaxAgent,QLearningAgent,MinimaxAgent,25,2,43,43,25,2,21,23,23,N/A,0.999
1588,QLearningAgent,RandomAgent,QLearningAgent,25,21,153,153,25,21,2,4,4,0.999,N/A
1589,GreedyAgent,DQNLarge,GreedyAgent,35,13,75,75,35,13,13,22,22,N/A,0.995
1590,DQNLarge,RandomAgent,DQNLarge,25,17,77,77,25,17,6,8,8,0.995,N/A
1591,QLearningAgent,DQNSmall,QLearningAgent,25,18,71,71,25,18,5,7,7,0.999,0.995
1592,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1593,QLearningAgent,DQNSmall,Draw,24,24,123,123,24,24,5,0,0,0.999,0.995
1594,RandomAgent,HeuristicAgent,HeuristicAgent,11,37,86,86,11,37,33,26,26,N/A,N/A
1595,RandomAgent,HeuristicAgent,HeuristicAgent,3,45,64,64,3,45,45,42,42,N/A,N/A
1596,DQNSmall,GreedyAgent,GreedyAgent,2,26,52,52,2,26,20,24,24,0.995,N/A
1597,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
1598,QLearningAgent,DQNLarge,DQNLarge,21,27,182,182,21,27,3,6,6,0.999,0.995
1599,QLearningAgent,DQNLarge,DQNLarge,3,28,80,80,3,28,17,25,25,0.999,0.995
1600,DQNMedium,HeuristicAgent,HeuristicAgent,21,27,68,68,21,27,22,6,6,0.995,N/A
1601,DQNLarge,MinimaxAgent,DQNLarge,25,23,217,217,25,23,4,2,2,0.995,N/A
1602,RandomAgent,MinimaxAgent,RandomAgent,25,0,83,83,25,0,23,25,25,N/A,N/A
1603,DQNSmall,DQNLarge,DQNLarge,13,29,64,64,13,29,6,16,16,0.995,0.995
1604,DQNMedium,DQNMedium,DQNMedium,22,26,130,130,22,26,4,4,4,0.995,0.995
1605,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1606,DQNLarge,QLearningAgent,DQNLarge,25,13,51,51,25,13,10,12,12,0.995,0.999
1607,MinimaxAgent,RandomAgent,MinimaxAgent,27,2,61,61,27,2,19,25,25,N/A,N/A
1608,RandomAgent,DQNSmall,RandomAgent,29,19,173,173,29,19,8,10,10,N/A,0.995
1609,DQNSmall,QLearningAgent,DQNSmall,25,23,113,113,25,23,3,2,2,0.995,0.999
1610,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1611,HeuristicAgent,DQNMedium,HeuristicAgent,38,10,43,43,38,10,38,28,28,N/A,0.995
1612,HeuristicAgent,DQNLarge,HeuristicAgent,29,19,103,103,29,19,18,10,10,N/A,0.995
1613,DQNSmall,DQNLarge,DQNLarge,13,25,60,60,13,25,10,12,12,0.995,0.995
1614,MinimaxAgent,QLearningAgent,MinimaxAgent,26,0,51,51,26,0,22,26,26,N/A,0.999
1615,DQNLarge,DQNSmall,DQNLarge,26,22,87,87,26,22,5,4,4,0.995,0.995
1616,QLearningAgent,DQNLarge,DQNLarge,16,26,76,76,16,26,6,10,10,0.999,0.995
1617,RandomAgent,HeuristicAgent,HeuristicAgent,18,30,126,126,18,30,23,12,12,N/A,N/A
1618,DQNLarge,DQNMedium,DQNLarge,26,19,151,151,26,19,3,7,7,0.995,0.995
1619,QLearningAgent,RandomAgent,RandomAgent,8,40,70,70,8,40,23,32,32,0.999,N/A
1620,DQNSmall,HeuristicAgent,DQNSmall,26,5,133,133,26,5,17,21,21,0.995,N/A
1621,GreedyAgent,DQNSmall,GreedyAgent,26,6,39,39,26,6,16,20,20,N/A,0.995
1622,GreedyAgent,DQNMedium,GreedyAgent,28,3,53,53,28,3,17,25,25,N/A,0.995
1623,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
1624,MinimaxAgent,DQNLarge,MinimaxAgent,44,4,43,43,44,4,21,40,40,N/A,0.995
1625,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
1626,DQNSmall,GreedyAgent,GreedyAgent,2,46,46,46,2,46,27,44,44,0.995,N/A
1627,DQNSmall,DQNSmall,DQNSmall,26,19,83,83,26,19,3,7,7,0.995,0.995
1628,RandomAgent,QLearningAgent,RandomAgent,25,18,79,79,25,18,5,7,7,N/A,0.999
1629,GreedyAgent,DQNMedium,GreedyAgent,25,13,47,47,25,13,10,12,12,N/A,0.995
1630,DQNLarge,GreedyAgent,GreedyAgent,15,33,54,54,15,33,9,18,18,0.995,N/A
1631,DQNSmall,DQNLarge,DQNSmall,25,18,135,135,25,18,5,7,7,0.995,0.995
1632,DQNLarge,DQNLarge,DQNLarge,26,15,83,83,26,15,7,11,11,0.995,0.995
1633,QLearningAgent,QLearningAgent,QLearningAgent,23,25,124,124,23,25,5,2,2,0.999,0.999
1634,DQNSmall,DQNLarge,DQNLarge,20,28,106,106,20,28,10,8,8,0.995,0.995
1635,QLearningAgent,DQNLarge,Draw,24,24,105,105,24,24,9,0,0,0.999,0.995
1636,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1637,HeuristicAgent,QLearningAgent,HeuristicAgent,30,18,131,131,30,18,25,12,12,N/A,0.999
1638,DQNLarge,GreedyAgent,GreedyAgent,0,28,38,38,0,28,20,28,28,0.995,N/A
1639,DQNLarge,GreedyAgent,GreedyAgent,0,26,40,40,0,26,22,26,26,0.995,N/A
1640,QLearningAgent,GreedyAgent,GreedyAgent,17,31,52,52,17,31,8,14,14,0.999,N/A
1641,RandomAgent,RandomAgent,RandomAgent,29,19,81,81,29,19,8,10,10,N/A,N/A
1642,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
1643,DQNMedium,QLearningAgent,QLearningAgent,18,25,98,98,18,25,5,7,7,0.995,0.999
1644,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1645,HeuristicAgent,DQNSmall,HeuristicAgent,45,3,69,69,45,3,26,42,42,N/A,0.995
1646,HeuristicAgent,DQNLarge,HeuristicAgent,29,19,75,75,29,19,22,10,10,N/A,0.995
1647,QLearningAgent,DQNSmall,QLearningAgent,25,18,117,117,25,18,5,7,7,0.999,0.995
1648,MinimaxAgent,RandomAgent,MinimaxAgent,32,0,41,41,32,0,16,32,32,N/A,N/A
1649,QLearningAgent,HeuristicAgent,HeuristicAgent,0,48,34,34,0,48,48,48,48,0.999,N/A
1650,HeuristicAgent,DQNSmall,HeuristicAgent,45,3,61,61,45,3,45,42,42,N/A,0.995
1651,MinimaxAgent,DQNSmall,MinimaxAgent,26,0,49,49,26,0,22,26,26,N/A,0.995
1652,DQNMedium,HeuristicAgent,DQNMedium,26,2,77,77,26,2,20,24,24,0.995,N/A
1653,DQNSmall,DQNSmall,DQNSmall,26,4,63,63,26,4,18,22,22,0.995,0.995
1654,RandomAgent,DQNLarge,DQNLarge,12,25,66,66,12,25,11,13,13,N/A,0.995
1655,DQNMedium,QLearningAgent,QLearningAgent,14,34,58,58,14,34,11,20,20,0.995,0.999
1656,DQNLarge,RandomAgent,DQNLarge,29,11,81,81,29,11,8,18,18,0.995,N/A
1657,DQNMedium,GreedyAgent,DQNMedium,36,12,33,33,36,12,22,24,24,0.995,N/A
1658,GreedyAgent,DQNLarge,GreedyAgent,25,11,43,43,25,11,12,14,14,N/A,0.995
1659,QLearningAgent,DQNLarge,DQNLarge,7,25,106,106,7,25,16,18,18,0.999,0.995
1660,QLearningAgent,DQNSmall,QLearningAgent,25,10,71,71,25,10,13,15,15,0.999,0.995
1661,RandomAgent,HeuristicAgent,HeuristicAgent,6,42,52,52,6,42,40,36,36,N/A,N/A
1662,MinimaxAgent,RandomAgent,MinimaxAgent,28,3,35,35,28,3,17,25,25,N/A,N/A
1663,DQNMedium,DQNSmall,DQNMedium,27,15,83,83,27,15,6,12,12,0.995,0.995
1664,RandomAgent,RandomAgent,RandomAgent,14,25,90,90,14,25,9,11,11,N/A,N/A
1665,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1666,DQNMedium,DQNLarge,DQNMedium,33,15,57,57,33,15,24,18,18,0.995,0.995
1667,GreedyAgent,RandomAgent,GreedyAgent,27,3,25,25,27,3,18,24,24,N/A,N/A
1668,DQNSmall,DQNSmall,Draw,24,24,128,128,24,24,4,0,0,0.995,0.995
1669,DQNSmall,RandomAgent,RandomAgent,8,25,60,60,8,25,15,17,17,0.995,N/A
1670,QLearningAgent,QLearningAgent,QLearningAgent,27,11,49,49,27,11,10,16,16,0.999,0.999
1671,QLearningAgent,DQNLarge,DQNLarge,15,25,100,100,15,25,8,10,10,0.999,0.995
1672,DQNMedium,QLearningAgent,QLearningAgent,0,26,58,58,0,26,22,26,26,0.995,0.999
1673,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1674,QLearningAgent,GreedyAgent,GreedyAgent,8,27,46,46,8,27,13,19,19,0.999,N/A
1675,DQNMedium,DQNMedium,Draw,24,24,208,208,24,24,5,0,0,0.995,0.995
1676,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1677,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
1678,QLearningAgent,DQNMedium,QLearningAgent,25,9,145,145,25,9,14,16,16,0.999,0.995
1679,RandomAgent,RandomAgent,RandomAgent,17,25,88,88,17,25,6,8,8,N/A,N/A
1680,RandomAgent,HeuristicAgent,HeuristicAgent,2,46,78,78,2,46,26,44,44,N/A,N/A
1681,DQNLarge,DQNMedium,DQNLarge,27,21,79,79,27,21,4,6,6,0.995,0.995
1682,QLearningAgent,DQNMedium,QLearningAgent,32,16,193,193,32,16,8,16,16,0.999,0.995
1683,DQNSmall,QLearningAgent,DQNSmall,25,4,37,37,25,4,19,21,21,0.995,0.999
1684,HeuristicAgent,DQNSmall,HeuristicAgent,35,13,141,141,35,13,27,22,22,N/A,0.995
1685,RandomAgent,DQNMedium,RandomAgent,26,18,111,111,26,18,4,8,8,N/A,0.995
1686,RandomAgent,HeuristicAgent,HeuristicAgent,4,44,46,46,4,44,44,40,40,N/A,N/A
1687,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1688,GreedyAgent,DQNLarge,GreedyAgent,40,8,59,59,40,8,25,32,32,N/A,0.995
1689,HeuristicAgent,DQNLarge,HeuristicAgent,36,12,49,49,36,12,33,24,24,N/A,0.995
1690,DQNSmall,QLearningAgent,DQNSmall,36,3,49,49,36,3,9,33,33,0.995,0.999
1691,QLearningAgent,DQNSmall,QLearningAgent,28,12,57,57,28,12,8,16,16,0.999,0.995
1692,QLearningAgent,DQNMedium,DQNMedium,22,26,64,64,22,26,11,4,4,0.999,0.995
1693,MinimaxAgent,DQNLarge,MinimaxAgent,42,6,41,41,42,6,24,36,36,N/A,0.995
1694,DQNLarge,HeuristicAgent,HeuristicAgent,4,44,44,44,4,44,31,40,40,0.995,N/A
1695,DQNSmall,RandomAgent,RandomAgent,23,25,80,80,23,25,8,2,2,0.995,N/A
1696,DQNMedium,HeuristicAgent,HeuristicAgent,6,42,86,86,6,42,37,36,36,0.995,N/A
1697,DQNMedium,HeuristicAgent,HeuristicAgent,18,30,124,124,18,30,15,12,12,0.995,N/A
1698,RandomAgent,DQNMedium,RandomAgent,25,16,105,105,25,16,7,9,9,N/A,0.995
1699,HeuristicAgent,DQNMedium,HeuristicAgent,32,16,71,71,32,16,30,16,16,N/A,0.995
1700,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1701,MinimaxAgent,DQNLarge,MinimaxAgent,27,0,41,41,27,0,21,27,27,N/A,0.995
1702,GreedyAgent,DQNSmall,GreedyAgent,28,0,37,37,28,0,20,28,28,N/A,0.995
1703,GreedyAgent,DQNLarge,GreedyAgent,25,7,43,43,25,7,16,18,18,N/A,0.995
1704,DQNMedium,GreedyAgent,GreedyAgent,3,26,56,56,3,26,19,23,23,0.995,N/A
1705,DQNSmall,MinimaxAgent,DQNSmall,25,3,153,153,25,3,20,22,22,0.995,N/A
1706,GreedyAgent,DQNLarge,GreedyAgent,32,16,55,55,32,16,17,16,16,N/A,0.995
1707,GreedyAgent,RandomAgent,GreedyAgent,46,2,69,69,46,2,26,44,44,N/A,N/A
1708,DQNLarge,MinimaxAgent,DQNLarge,27,0,55,55,27,0,21,27,27,0.995,N/A
1709,DQNSmall,DQNMedium,DQNSmall,25,16,147,147,25,16,7,9,9,0.995,0.995
1710,HeuristicAgent,DQNLarge,HeuristicAgent,26,17,155,155,26,17,5,9,9,N/A,0.995
1711,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
1712,QLearningAgent,HeuristicAgent,HeuristicAgent,10,38,162,162,10,38,28,28,28,0.999,N/A
1713,DQNSmall,DQNMedium,DQNSmall,28,20,51,51,28,20,10,8,8,0.995,0.995
1714,DQNLarge,QLearningAgent,DQNLarge,25,13,47,47,25,13,10,12,12,0.995,0.999
1715,MinimaxAgent,RandomAgent,MinimaxAgent,29,0,39,39,29,0,19,29,29,N/A,N/A
1716,HeuristicAgent,QLearningAgent,HeuristicAgent,34,14,137,137,34,14,25,20,20,N/A,0.999
1717,MinimaxAgent,QLearningAgent,Draw,24,24,96,96,24,24,9,0,0,N/A,0.999
1718,DQNLarge,DQNLarge,DQNLarge,13,28,80,80,13,28,7,15,15,0.995,0.995
1719,DQNMedium,GreedyAgent,GreedyAgent,13,35,38,38,13,35,29,22,22,0.995,N/A
1720,QLearningAgent,DQNSmall,QLearningAgent,25,17,61,61,25,17,6,8,8,0.999,0.995
1721,DQNLarge,DQNLarge,DQNLarge,25,22,97,97,25,22,1,3,3,0.995,0.995
1722,HeuristicAgent,RandomAgent,HeuristicAgent,40,8,55,55,40,8,38,32,32,N/A,N/A
1723,MinimaxAgent,DQNMedium,MinimaxAgent,26,0,57,57,26,0,22,26,26,N/A,0.995
1724,MinimaxAgent,QLearningAgent,MinimaxAgent,48,0,25,25,48,0,36,48,48,N/A,0.999
1725,DQNSmall,HeuristicAgent,HeuristicAgent,7,41,56,56,7,41,22,34,34,0.995,N/A
1726,QLearningAgent,DQNLarge,DQNLarge,20,28,92,92,20,28,5,8,8,0.999,0.995
1727,DQNLarge,MinimaxAgent,DQNLarge,27,2,153,153,27,2,19,25,25,0.995,N/A
1728,DQNSmall,RandomAgent,RandomAgent,15,29,172,172,15,29,4,14,14,0.995,N/A
1729,QLearningAgent,DQNSmall,Draw,24,24,125,125,24,24,2,0,0,0.999,0.995
1730,GreedyAgent,RandomAgent,GreedyAgent,44,4,39,39,44,4,21,40,40,N/A,N/A
1731,DQNSmall,DQNSmall,DQNSmall,23,25,146,146,23,25,0,2,2,0.995,0.995
1732,DQNLarge,MinimaxAgent,DQNLarge,27,11,149,149,27,11,10,16,16,0.995,N/A
1733,DQNSmall,RandomAgent,RandomAgent,20,26,78,78,20,26,2,6,6,0.995,N/A
1734,GreedyAgent,DQNSmall,GreedyAgent,27,7,57,57,27,7,14,20,20,N/A,0.995
1735,RandomAgent,DQNMedium,RandomAgent,25,23,137,137,25,23,5,2,2,N/A,0.995
1736,RandomAgent,HeuristicAgent,HeuristicAgent,22,26,142,142,22,26,21,4,4,N/A,N/A
1737,HeuristicAgent,DQNSmall,HeuristicAgent,43,5,49,49,43,5,32,38,38,N/A,0.995
1738,GreedyAgent,DQNSmall,GreedyAgent,26,3,49,49,26,3,19,23,23,N/A,0.995
1739,MinimaxAgent,DQNSmall,MinimaxAgent,25,2,69,69,25,2,21,23,23,N/A,0.995
1740,DQNMedium,RandomAgent,RandomAgent,7,25,60,60,7,25,16,18,18,0.995,N/A
1741,DQNSmall,GreedyAgent,GreedyAgent,20,28,88,88,20,28,6,8,8,0.995,N/A
1742,MinimaxAgent,DQNLarge,MinimaxAgent,26,0,65,65,26,0,22,26,26,N/A,0.995
1743,DQNMedium,DQNSmall,DQNSmall,5,26,42,42,5,26,17,21,21,0.995,0.995
1744,HeuristicAgent,DQNMedium,HeuristicAgent,44,4,113,113,44,4,41,40,40,N/A,0.995
1745,RandomAgent,GreedyAgent,GreedyAgent,3,27,34,34,3,27,18,24,24,N/A,N/A
1746,RandomAgent,QLearningAgent,QLearningAgent,5,25,50,50,5,25,18,20,20,N/A,0.999
1747,QLearningAgent,DQNMedium,DQNMedium,13,29,76,76,13,29,6,16,16,0.999,0.995
1748,MinimaxAgent,RandomAgent,MinimaxAgent,25,4,59,59,25,4,19,21,21,N/A,N/A
1749,DQNMedium,DQNLarge,DQNLarge,11,25,94,94,11,25,12,14,14,0.995,0.995
1750,HeuristicAgent,DQNMedium,HeuristicAgent,48,0,27,27,48,0,48,48,48,N/A,0.995
1751,DQNMedium,QLearningAgent,DQNMedium,43,5,29,29,43,5,25,38,38,0.995,0.999
1752,DQNSmall,GreedyAgent,GreedyAgent,4,44,46,46,4,44,22,40,40,0.995,N/A
1753,HeuristicAgent,RandomAgent,HeuristicAgent,41,7,69,69,41,7,41,34,34,N/A,N/A
1754,DQNSmall,HeuristicAgent,HeuristicAgent,8,40,122,122,8,40,40,32,32,0.995,N/A
1755,RandomAgent,GreedyAgent,GreedyAgent,20,28,50,50,20,28,13,8,8,N/A,N/A
1756,DQNLarge,HeuristicAgent,HeuristicAgent,6,42,74,74,6,42,39,36,36,0.995,N/A
1757,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
1758,DQNMedium,HeuristicAgent,DQNMedium,26,0,79,79,26,0,22,26,26,0.995,N/A
1759,MinimaxAgent,DQNLarge,MinimaxAgent,45,3,39,39,45,3,23,42,42,N/A,0.995
1760,DQNSmall,RandomAgent,DQNSmall,27,12,37,37,27,12,9,15,15,0.995,N/A
1761,DQNMedium,GreedyAgent,GreedyAgent,6,25,72,72,6,25,17,19,19,0.995,N/A
1762,HeuristicAgent,QLearningAgent,HeuristicAgent,25,16,151,151,25,16,7,9,9,N/A,0.999
1763,DQNSmall,DQNMedium,DQNSmall,25,18,123,123,25,18,5,7,7,0.995,0.995
1764,MinimaxAgent,DQNLarge,MinimaxAgent,29,0,59,59,29,0,19,29,29,N/A,0.995
1765,DQNMedium,RandomAgent,DQNMedium,27,8,135,135,27,8,13,19,19,0.995,N/A
